Header1,Header2,Header3,Header4
0.6333985770787214,0.09591034140408161,0.26361420121401535,0.5048836444230212
0.763429524068522,0.15263386827111636,0.42788977005349715,0.2802905972642953
0.6463659912854851,0.20632201681879858,0.6633229831513864,0.21898499880626843
0.975938095924386,0.4372405797041409,0.5780241979829029,0.12953181285961057
0.5517593304729292,0.24233485419909617,0.9748144514175271,0.15636808072781527
0.20074151724507427,0.5820607638431153,0.29522427329935297,0.03846881889118847
0.282471138661723,0.06998877498105716,0.9288261380027242,0.621531256080868
0.8095573608286182,0.47937893708513024,0.55932569161161,0.7952263741966622
0.39806795232171666,0.2586809207345211,0.056754496086798834,0.11997147358549021
0.16682260033611152,0.01768716538276649,0.4273484594786151,0.112765386073989
0.8473385502791918,0.2651080747654928,0.5993355321978003,0.23236441842245148
0.6231145799784914,0.18387661458170668,0.6383098222743384,0.3249878184166767
0.2926050503019567,0.5952713443838769,0.6831997592086142,0.0015353529144209732
0.3934032051053058,0.004489379977560826,0.6031228285079766,0.821394595367751
0.2614431998812977,0.17054652748886467,0.9566761888538586,0.4667091993616419
0.7228622942701234,0.865562460086106,0.7545632405759801,0.13781406468619883
0.3939435141586184,0.024426583816693048,0.5445007834411512,0.34947067618766303
0.04276469239770064,0.1548653833267558,0.6428506250638275,0.20405759473409424
0.13124232161455818,0.11497896934615703,0.016320460712718865,0.2996807950116306
0.7367230908499675,0.060638709432643156,0.2381936171218071,0.9395931065550572
0.1256240900838803,0.7050779527984771,0.298143616083559,0.7813343904800015
0.8976564555726456,0.6531212175597982,0.8580040480810555,0.35626819873114324
0.12075598904937435,0.6167236328833429,0.9072287819426442,0.3283975839779647
0.2537921551493646,0.5624274854167491,0.8628607434820781,0.12631580661940423
0.623628040500175,0.40348497402094785,0.9947198451927068,0.6270006248370981
0.9474863523931565,0.1426185886965743,0.07331542208182773,0.8788359570209043
0.9651290180005158,0.019340554767502738,0.8361477215104424,0.8780906201272858
0.3756110582386972,0.3014472783652655,0.2567388277070247,0.06808474134065412
0.6335946535452269,0.9262243908028613,0.5722905919323624,0.6739547638323803
0.4669453365340793,0.9888525686933839,0.9131194716465942,0.8369743235539945
0.5320424765295957,0.4117509977314937,0.006357600932170526,0.438910133595546
0.7354262343875558,0.8563282546290019,0.7989758235522034,0.6108984959009572
0.9886160648767616,0.5007073050663207,0.6715509712112859,0.8834052522357211
0.9568095529961771,0.6209457571578856,0.8459081719984244,0.3231812422610849
0.24132004423055686,0.1270369795123265,0.2384547261124037,0.5995265888276801
0.0848776093196183,0.4683127132934102,0.0005588178508119102,0.5570723068177705
0.02584972193522439,0.7801577350385664,0.7916306079306058,0.3375646085275642
0.13573991809450348,0.7724094568486538,0.024089368682313816,0.11899861595496064
0.4967632916956156,0.5831927633002156,0.5495991215791958,0.6987469278656135
0.14807254026534966,0.023563243189164584,0.6911325355328403,0.09903866659952143
0.9656354860326293,0.13584569198478214,0.2881785665525163,0.23208040183506862
0.3854361949919971,0.8788609810902561,0.10019051503365195,0.4541968716131889
0.2002974480532569,0.9238407414676868,0.6498644612447485,0.257302529885859
0.8523292383074387,0.4861891048389433,0.15657048801338436,0.9285352090951643
0.719976896233309,0.02824477458770036,0.565169885848985,0.5099411276999081
0.0542005804574871,0.49678542372376633,0.0036731824649265388,0.1879834252241498
0.10179817496992205,0.5621858181441934,0.33361125073603703,0.19282541595492075
0.9539790463599169,0.452444756786593,0.7176683878301745,0.23027126114113772
0.28429539620314226,0.5604672661348266,0.9798574041584882,0.34088561523079963
0.49152014008109324,0.6180256995412082,0.1673945679336195,0.49415563976359467
0.4297770796329574,0.2613120181867551,0.7360845538448758,0.4251993332658558
0.49926478781610184,0.9101151503323015,0.8386360572231706,0.13843625278130856
0.6490851710653504,0.6087224989586892,0.8941031934952584,0.6383834696026889
0.7241762523464728,0.5142830689156821,0.2814656377176479,0.6705695824800545
0.8755371301029024,0.7393020500152055,0.7117038946446231,0.7554130712991797
0.447759981252973,0.32476431475791046,0.1471338442636958,0.14785145289681934
0.7998052831375821,0.41004959943744757,0.21116455424774905,0.6187132599433626
0.9567032865794723,0.5122978864734726,0.8977229295032345,0.24834331917054142
0.16858603731146116,0.18175970046961876,0.7139686490831215,0.15807236741147257
0.3897475592346351,0.6753426390635822,0.22936552900042706,0.1340438818816051
0.02510580740696533,0.9986580584903231,0.9556864875673167,0.9646083665786455
0.369231956556207,0.9164383336824946,0.7637677628061529,0.886330622385558
0.6251384082052689,0.012886976407341488,0.5260099401021884,0.6973039414563149
0.9225566797830469,0.39535761548345716,0.8819499762046846,0.2940720207834444
0.5739587550735444,0.8299324621960106,0.07058584009285551,0.7919054348600615
0.390379799181356,0.5078582051677089,0.3814942078316863,0.8276061246586651
0.5844864207357403,0.3123895015007869,0.30923730867617627,0.38199840461611867
0.0802910968374132,0.8576307372691878,0.9832389320394384,0.396396664830158
0.8837687417214629,0.6880700173147858,0.023703380959389397,0.06270649634865566
0.11657148197440992,0.9436386569694944,0.738594737328487,0.7126337602626971
0.8704452911160175,0.7872201618907235,0.4375215136115287,0.18443272976581326
0.07302862977775915,0.3159796749700058,0.976477024110619,0.12539180040519315
0.7229511667798003,0.7891088151370843,0.11376382670266105,0.9940783866759552
0.19521649049343692,0.7239279128324346,0.7085339206226589,0.4956581872697552
0.4312508933837119,0.9633869401243152,0.09630548201066103,0.39199814040091263
0.8267281526273639,0.19863922676106882,0.6854737194645902,0.3361562534258228
0.25270461238486763,0.07359965952708247,0.8066668712617685,0.7200047030344312
0.9138779626338333,0.48577175705640396,0.9553431417617674,0.475339544299041
0.18319295069693997,0.4740513525414617,0.22051306324658115,0.8829743648059145
0.7867519699688404,0.3642230596387793,0.4113139089989638,0.7846257800258492
0.9647947282776741,0.9042292835028272,0.09206197455756882,0.966216870046344
0.7154899468940185,0.19537000768706436,0.4794331479579105,0.7155248622489353
0.5362086523059324,0.46597852245925997,0.433241970608787,0.4641505502626748
0.33216948494373744,0.02974571702202866,0.7895385568113861,0.7872502634876128
0.7628409060047234,0.40876759114172834,0.29545125463242194,0.5621412376086784
0.5069168169736726,0.814278014769533,0.7951451540242063,0.42946194861138576
0.24475624296425047,0.29288555275303274,0.39772058945219046,0.9464427106568255
0.4068090332713056,0.6887032926344718,0.7381400336984949,0.6865523922357871
0.38937227169865507,0.7641571027194333,0.14661023838208542,0.08864170616697897
0.3665858604979454,0.6502071181425418,0.581234048335018,0.08876964325004821
0.2896847909006446,0.08192361648788793,0.3820728197598481,0.5185874998648918
0.7202447847468899,0.39070162752829085,0.36751847198755716,0.26909929131872745
0.6117107969892618,0.5331282522576511,0.13043045216002846,0.6670135712934232
0.9389803934424169,0.3559743738773715,0.32777475548025803,0.41685270655716355
0.08045970168940897,0.3784340945627934,0.7074629476545716,0.07371644328832994
0.7013049544873504,0.15288683386006585,0.20096762339671936,0.4981673566971879
0.45128109027574326,0.6575353631026898,0.5917088983120856,0.033864970201205935
0.29293661385737824,0.87157464323064,0.7559827463031548,0.002433258907210689
0.19227824859966347,0.3145002312462569,0.305390442904249,0.8694522055621393
0.4852633576819315,0.47264484313366106,0.6749392554678665,0.8199842231357146
0.9461428367548435,0.3555700091441142,0.018294470105613914,0.28265927854186157
0.8955224882062629,0.401536842060231,0.3474221637601357,0.6333183499255062
0.31248906175179525,0.7966101598311307,0.6529467481171605,0.275229261971248
